emp_no,first_name,last_name,title,to_date,from_date,salary
433481,Fumino,Rouquie,Engineer,9999-01-01,1995-10-23,40000
56157,Sajjad,Cannane,Senior Staff,9999-01-01,1995-10-23,40000
277971,Lijie,Mansanne,Senior Staff,9999-01-01,1995-10-23,40000
230801,Giao,Engberts,Senior Staff,9999-01-01,1995-10-23,102623
235317,Sorina,Gerteisen,Senior Staff,9999-01-01,1995-10-23,79863
19984,Zhonghui,Taubenfeld,Senior Engineer,9999-01-01,1995-10-23,63176
240135,Kwok,Gien,Senior Engineer,9999-01-01,1995-10-23,41527
432859,Guther,Massonet,Senior Staff,9999-01-01,1995-10-23,40000
207701,Yuping,Lodder,Senior Engineer,9999-01-01,1995-10-23,40000
17159,Quingbo,Mitchem,Senior Engineer,9999-01-01,1995-10-22,56346
477811,Shai,Whitcomb,Senior Staff,9999-01-01,1995-10-22,69348
261245,Shahab,Schusler,Senior Engineer,9999-01-01,1995-10-22,47656
476542,Huei,Tempesti,Senior Staff,9999-01-01,1995-10-22,67315
262572,Xiaobin,Srimani,Senior Staff,9999-01-01,1995-10-22,81779
22735,Paddy,Diderrich,Senior Engineer,9999-01-01,1995-10-22,42702
499543,Juichirou,Kenevan,Senior Staff,9999-01-01,1995-10-22,48968
79369,Jianwen,Collette,Staff,9999-01-01,1995-10-22,58015
483582,Kazuhito,Callaway,Engineer,2001-10-21,1995-10-22,59887
490410,Teunis,Uehara,Senior Engineer,9999-01-01,1995-10-22,47817
273234,Moto,Pettis,Engineer,9999-01-01,1995-10-21,53644
434114,Nobuyoshi,Portugali,Senior Staff,9999-01-01,1995-10-21,79837
491599,Giri,Tibblin,Senior Engineer,9999-01-01,1995-10-21,40000
475051,Ulises,Vitiello,Senior Engineer,9999-01-01,1995-10-21,58191
400340,Gio,Famili,Senior Staff,9999-01-01,1995-10-21,55540
41498,Susanne,Masamoto,Senior Engineer,9999-01-01,1995-10-21,45952
420256,Wilmer,Maraist,Senior Staff,9999-01-01,1995-10-21,40000
90059,Fumiyo,Setia,Senior Engineer,9999-01-01,1995-10-21,60521
98663,Serenella,Segond,Senior Staff,9999-01-01,1995-10-21,60861
272309,Tadahiro,Waeselynck,Senior Engineer,9999-01-01,1995-10-20,40000
266147,Lalit,Krichel,Staff,9999-01-01,1995-10-20,57640
460871,Stein,Kilgore,Staff,9999-01-01,1995-10-20,40000
411424,Uta,Janocha,Engineer,2001-10-19,1995-10-20,40000
67500,Vasiliy,Laurillard,Senior Staff,9999-01-01,1995-10-20,53652
493761,Giap,Arlazarov,Staff,2000-10-19,1995-10-20,57116
232382,Shir,Landherr,Staff,9999-01-01,1995-10-19,69964
414771,Srinidhi,Gimarc,Senior Engineer,9999-01-01,1995-10-19,40000
26429,Dipayan,Brizzi,Senior Engineer,9999-01-01,1995-10-19,40000
491005,Jeanna,Irland,Senior Engineer,9999-01-01,1995-10-19,50933
34670,Mihalis,Diderrich,Senior Engineer,9999-01-01,1995-10-19,66069
419330,Kaijung,Einsfeld,Senior Staff,9999-01-01,1995-10-19,81457
429020,Zorica,Iisaka,Senior Staff,9999-01-01,1995-10-19,58611
85007,Tze,Hiyoshi,Senior Staff,9999-01-01,1995-10-19,40000
25117,Masamitsu,Cichocki,Staff,9999-01-01,1995-10-19,50673
77975,Chikako,Christ,Senior Staff,9999-01-01,1995-10-19,57808
444054,Prodip,Godskesen,Staff,2000-10-18,1995-10-19,48905
271368,Narain,Tramer,Senior Engineer,9999-01-01,1995-10-19,44990
32731,Honesty,Morrey,Senior Engineer,9999-01-01,1995-10-19,40000
239173,Mitchel,Vandervoorde,Senior Staff,9999-01-01,1995-10-18,79202
485251,Cedric,Kenevan,Senior Staff,9999-01-01,1995-10-18,44473
68761,Rasikan,Zuberek,Staff,9999-01-01,1995-10-18,56609
410685,Sreekrishna,Beetstra,Staff,2001-10-17,1995-10-18,64857
92757,Valery,Waymire,Technique Leader,9999-01-01,1995-10-18,59745
412705,Rosella,Rohrbach,Senior Engineer,9999-01-01,1995-10-18,40000
460059,Huei,Bahl,Engineer,2001-10-17,1995-10-18,61656
84137,Genevieve,Baik,Senior Staff,9999-01-01,1995-10-18,40000
413988,Elrique,Openshaw,Engineer,2001-10-17,1995-10-18,40000
212762,Kauko,Lung,Senior Staff,9999-01-01,1995-10-18,43095
222008,Shuji,Lamba,Staff,9999-01-01,1995-10-18,60586
490250,Elvis,Baez,Senior Staff,9999-01-01,1995-10-17,68291
460331,Sham,Bierman,Senior Staff,9999-01-01,1995-10-17,88798
87323,Akemi,Nastansky,Senior Engineer,9999-01-01,1995-10-17,44537
414993,Guiseppe,DasSarma,Senior Staff,9999-01-01,1995-10-17,46830
62412,Khosrow,Hennebert,Senior Engineer,9999-01-01,1995-10-17,54522
294326,Dmitri,Kermarrec,Senior Staff,9999-01-01,1995-10-16,71194
465760,Tristan,Cullers,Staff,2001-10-15,1995-10-16,93023
81717,Toney,Anguita,Senior Staff,9999-01-01,1995-10-16,72518
481787,Dulce,Gecsel,Senior Engineer,9999-01-01,1995-10-16,40000
492190,Uma,Baig,Senior Engineer,9999-01-01,1995-10-16,40000
438214,Lokesh,Tokunaga,Senior Engineer,9999-01-01,1995-10-16,42651
469230,Serap,Brizzi,Senior Engineer,9999-01-01,1995-10-16,54470
426637,Willard,Kemmerer,Senior Staff,9999-01-01,1995-10-16,40000
494428,Manton,Selvestrel,Senior Staff,9999-01-01,1995-10-16,72412
229927,Berto,Valiente,Senior Engineer,9999-01-01,1995-10-16,57182
286085,Hyuncheol,Muniz,Engineer,9999-01-01,1995-10-16,40000
453621,Nobuyoshi,Dahlbom,Senior Staff,9999-01-01,1995-10-16,66405
97495,Satyanarayana,Fadgyas,Engineer,2001-10-15,1995-10-16,40000
49251,Barry,Shimshoni,Senior Engineer,9999-01-01,1995-10-16,43806
67740,Reinhard,Stifter,Engineer,9999-01-01,1995-10-15,42141
45886,Ioana,Ginesta,Senior Staff,9999-01-01,1995-10-15,63626
252497,Urs,Parascandalo,Senior Engineer,9999-01-01,1995-10-15,40000
266922,Koldo,Erde,Senior Staff,9999-01-01,1995-10-14,54172
494642,Yishai,Siksek,Engineer,9999-01-01,1995-10-14,57404
480788,Idoia,Vesna,Senior Engineer,9999-01-01,1995-10-14,52949
477065,Ult,Brickell,Senior Engineer,9999-01-01,1995-10-14,40000
219825,Shen,Gladwell,Senior Engineer,9999-01-01,1995-10-14,52280
279541,Tsutomu,Felder,Senior Staff,9999-01-01,1995-10-14,81861
494763,Woody,Bazelow,Senior Engineer,9999-01-01,1995-10-14,40073
469431,Yuguang,Gist,Senior Staff,9999-01-01,1995-10-14,40000
413001,Nitsan,Monkewich,Senior Staff,9999-01-01,1995-10-14,92449
52113,Feixiong,Hiroyama,Senior Staff,9999-01-01,1995-10-14,81095
95584,Arumugam,Herbst,Senior Engineer,9999-01-01,1995-10-14,56631
80156,Terresa,Pleszkun,Senior Engineer,9999-01-01,1995-10-14,40000
421318,Filipp,Serna,Senior Engineer,9999-01-01,1995-10-14,40000
468381,Zhilian,Cangellaris,Senior Staff,9999-01-01,1995-10-14,47243
69946,Theirry,Varker,Engineer,9999-01-01,1995-10-14,59124
38618,Houman,Ibel,Staff,2001-10-13,1995-10-14,74196
405973,Mohit,Baezner,Senior Engineer,9999-01-01,1995-10-13,42783
284728,Aris,Legleitner,Senior Staff,9999-01-01,1995-10-13,57709
95200,Guenter,Kalefeld,Senior Engineer,9999-01-01,1995-10-13,56950
254408,Kiyokazu,Pleszkun,Staff,9999-01-01,1995-10-13,72168
427918,Billie,Llado,Senior Engineer,9999-01-01,1995-10-13,50244
216295,Kerhong,Siegrist,Staff,9999-01-01,1995-10-13,71807
259880,Shuji,Bolsens,Senior Engineer,9999-01-01,1995-10-12,50097
295811,Mokhtar,Ghandeharizadeh,Staff,2000-10-11,1995-10-12,68309
246050,Douadi,Valiente,Engineer,9999-01-01,1995-10-12,40000
291734,Serge,Heinisuo,Staff,2001-10-11,1995-10-12,46929
416688,Atilio,Gornas,Senior Staff,9999-01-01,1995-10-12,72933
401718,Qunsheng,Shanbhogue,Staff,9999-01-01,1995-10-12,61035
431530,Srinidhi,Steinauer,Engineer,9999-01-01,1995-10-12,43579
106684,Tayeb,Unno,Senior Staff,9999-01-01,1995-10-12,70215
400084,Zorica,Schmittgen,Engineer,9999-01-01,1995-10-12,52143
218682,Elrique,Delgrande,Senior Staff,9999-01-01,1995-10-11,40000
50750,Kristen,DasSarma,Engineer,9999-01-01,1995-10-11,40000
299973,Utpal,Alpin,Staff,2000-10-10,1995-10-11,63007
429836,Arumugam,Kilgour,Senior Staff,9999-01-01,1995-10-11,60811
416823,Indrajit,Guerreiro,Engineer,9999-01-01,1995-10-11,40000
421526,Syozo,Christianini,Senior Engineer,9999-01-01,1995-10-11,45410
52511,Zhanqiu,Luca,Staff,9999-01-01,1995-10-11,90236
43249,Bedrich,Vitiello,Senior Staff,9999-01-01,1995-10-11,90940
234136,Leszek,Roison,Engineer,9999-01-01,1995-10-11,47842
18809,Laurentiu,Munoz,Staff,2001-10-10,1995-10-11,63500
275928,Manu,Braunmuhl,Senior Staff,9999-01-01,1995-10-11,69263
494909,Genta,Liedekerke,Senior Staff,9999-01-01,1995-10-10,57727
483954,Ohad,Morrow,Senior Staff,9999-01-01,1995-10-10,41059
266089,Arno,Ranum,Engineer,9999-01-01,1995-10-10,40000
285271,Marjo,Esteva,Engineer,2001-10-09,1995-10-10,52101
479147,Greger,Babb,Senior Staff,9999-01-01,1995-10-10,40000
105396,Sajjan,Strehl,Senior Staff,9999-01-01,1995-10-10,65691
71984,Fei,Thiria,Engineer,2000-10-09,1995-10-10,40000
271915,Zhenbing,Anandan,Senior Engineer,9999-01-01,1995-10-09,40287
433936,Kyoichi,Reeken,Senior Engineer,9999-01-01,1995-10-09,40000
88247,Marjo,Fasbender,Senior Staff,9999-01-01,1995-10-09,58365
212205,Golgen,Mungall,Engineer,9999-01-01,1995-10-09,40616
34754,Maren,Llado,Senior Staff,9999-01-01,1995-10-09,75069
14949,Insup,Reinhart,Senior Engineer,9999-01-01,1995-10-08,44930
223103,Zeljko,Picaronny,Senior Engineer,9999-01-01,1995-10-08,49371
284359,Shaowen,Warwick,Senior Staff,9999-01-01,1995-10-08,63154
462073,Alassane,Plump,Senior Staff,9999-01-01,1995-10-08,52949
34759,Youngkon,Petersohn,Senior Engineer,9999-01-01,1995-10-08,52835
222341,Arie,Birge,Senior Engineer,9999-01-01,1995-10-08,50997
203015,Giordano,Sury,Senior Engineer,9999-01-01,1995-10-08,40000
460394,Aluzio,Rusmann,Staff,9999-01-01,1995-10-08,40000
236038,Aiichiro,Alpin,Senior Engineer,9999-01-01,1995-10-08,40000
430058,Shaibal,Restivo,Senior Engineer,9999-01-01,1995-10-07,43276
283899,Tsutomu,Salvesen,Senior Engineer,9999-01-01,1995-10-07,55406
438153,Fan,Akazan,Senior Engineer,9999-01-01,1995-10-07,40000
402246,Leif,Aumann,Senior Engineer,9999-01-01,1995-10-07,43929
19206,Wanqing,Pellegrinelli,Senior Engineer,9999-01-01,1995-10-06,71889
474200,Masako,Sabnani,Senior Staff,9999-01-01,1995-10-06,96922
200380,Foong,Kriebel,Engineer,2000-10-05,1995-10-06,40000
484683,Iara,Ranai,Senior Engineer,9999-01-01,1995-10-06,83839
484612,Mohan,Junet,Engineer,9999-01-01,1995-10-06,63793
201628,Chaoyi,Massonet,Engineer,2001-10-05,1995-10-06,41834
232348,Thanasis,Bernick,Senior Staff,9999-01-01,1995-10-06,51093
104520,Vishv,Neimat,Senior Staff,9999-01-01,1995-10-06,76708
232918,Mayuko,Bultermann,Engineer,9999-01-01,1995-10-06,64617
97523,Bikash,Suppi,Senior Staff,9999-01-01,1995-10-05,50418
465616,Bernt,Moffat,Senior Staff,9999-01-01,1995-10-05,55858
104640,Chaosheng,Conia,Engineer,9999-01-01,1995-10-05,41338
241145,Kwee,Sundgren,Senior Staff,9999-01-01,1995-10-05,55895
464153,Adly,Stavenow,Senior Staff,9999-01-01,1995-10-05,40000
39992,Mohit,Gadepally,Senior Staff,9999-01-01,1995-10-05,54972
80859,Ottavia,Krychniak,Senior Engineer,9999-01-01,1995-10-05,76924
292212,Doowon,Improta,Staff,9999-01-01,1995-10-05,40000
74656,Mayuri,Radivojevic,Senior Engineer,9999-01-01,1995-10-05,48554
439257,Khedija,Pluym,Senior Staff,9999-01-01,1995-10-05,81095
70956,Almudena,Genther,Senior Engineer,9999-01-01,1995-10-05,50155
202013,Tremaine,Luders,Senior Staff,9999-01-01,1995-10-05,43291
294448,Toshimo,Kropatsch,Senior Staff,9999-01-01,1995-10-04,40000
485163,Zhensheng,Rusmann,Senior Engineer,9999-01-01,1995-10-04,42108
278280,Adib,Shiratori,Senior Staff,9999-01-01,1995-10-04,41063
420004,Uriel,Benaini,Engineer,9999-01-01,1995-10-04,40000
491945,Guenter,Jervis,Staff,2000-10-03,1995-10-04,46287
16491,Emdad,Radwan,Staff,2001-10-03,1995-10-04,40000
84242,Tremaine,Panienski,Senior Staff,9999-01-01,1995-10-04,41226
215282,Panayotis,Stasinski,Staff,2001-10-03,1995-10-04,72349
39188,Apostol,Bresenham,Senior Engineer,9999-01-01,1995-10-04,43766
27412,Shigeaki,Boguraev,Staff,9999-01-01,1995-10-04,61079
89154,Dietrich,Isaak,Staff,9999-01-01,1995-10-04,86638
447241,Satosi,Azevdeo,Senior Engineer,9999-01-01,1995-10-04,47079
420371,Muneo,Deverell,Engineer,2000-10-03,1995-10-04,40000
212161,Inderjeet,Lukaszewicz,Senior Engineer,9999-01-01,1995-10-04,40000
417620,Tru,Skrikant,Senior Staff,9999-01-01,1995-10-04,40000
293587,King,Vickson,Engineer,9999-01-01,1995-10-04,40000
61301,Nahla,Ghandeharizadeh,Staff,9999-01-01,1995-10-04,59003
106798,Phillip,Dratva,Senior Engineer,9999-01-01,1995-10-04,59998
41874,Badri,Asmuth,Staff,2001-10-03,1995-10-04,74204
488460,Shay,Borstler,Engineer,2001-10-02,1995-10-03,40000
230966,Tadahiro,Melski,Senior Engineer,9999-01-01,1995-10-03,43361
466260,Lijia,Zongker,Senior Engineer,9999-01-01,1995-10-03,52090
483428,Owen,Boreale,Senior Staff,9999-01-01,1995-10-03,93563
433385,Kazuhide,Cardazo,Senior Engineer,9999-01-01,1995-10-03,40000
425973,Satoru,Jeansoulin,Senior Staff,9999-01-01,1995-10-03,46150
476396,Gaurav,Alameldin,Senior Engineer,9999-01-01,1995-10-03,42393
482458,Zdislav,Bresenham,Senior Engineer,9999-01-01,1995-10-03,47315
84012,Marko,Salvesen,Engineer,9999-01-01,1995-10-02,41642
68895,Suvo,Senzako,Staff,2001-10-01,1995-10-02,42830
244686,Utz,Pietrzykowski,Staff,2000-10-01,1995-10-02,40532
22609,Zvonko,Baalen,Staff,9999-01-01,1995-10-02,66371
462831,Heather,Wolniewicz,Senior Staff,9999-01-01,1995-10-02,42084
471976,Torsten,Henseler,Senior Engineer,9999-01-01,1995-10-02,47988
94680,Teruyuki,Baja,Senior Staff,9999-01-01,1995-10-02,49933
298491,Huiqun,Giaccio,Senior Engineer,9999-01-01,1995-10-02,57198
497398,Danil,Przulj,Senior Staff,9999-01-01,1995-10-02,40000
230673,Sadegh,Panwar,Senior Engineer,9999-01-01,1995-10-02,40000
431378,Cristinel,Peyn,Senior Engineer,9999-01-01,1995-10-02,72664
205963,Yechiam,Curless,Engineer,2000-10-01,1995-10-02,68076
219396,Miomir,Flanders,Engineer,2000-09-30,1995-10-01,40000
241040,Duri,Siegrist,Senior Staff,9999-01-01,1995-10-01,40000
90386,Marc,Rosis,Engineer,9999-01-01,1995-10-01,40000
51476,True,Gerlach,Senior Staff,9999-01-01,1995-10-01,73508
295703,Jaewoo,Birch,Senior Engineer,9999-01-01,1995-10-01,50694
200212,Erez,Suomi,Senior Staff,9999-01-01,1995-10-01,64457
475462,Bikash,Marquardt,Senior Staff,9999-01-01,1995-10-01,67857
13704,Vishu,Kumaresan,Senior Engineer,9999-01-01,1995-10-01,40000
468844,Chiradeep,Jenevein,Senior Staff,9999-01-01,1995-10-01,48794
412014,Shaowei,Brobst,Senior Engineer,9999-01-01,1995-10-01,48063
80851,Sastry,Escriba,Senior Engineer,9999-01-01,1995-09-30,40000
77263,Arto,Keustermans,Senior Staff,9999-01-01,1995-09-30,87513
457267,Dung,Androutsos,Senior Engineer,9999-01-01,1995-09-30,40000
106536,Ramachenga,Koblick,Engineer,9999-01-01,1995-09-30,40000
91947,Bikash,Slaats,Engineer,2001-09-29,1995-09-30,40000
69688,Kazuyasu,Skogmar,Senior Staff,9999-01-01,1995-09-30,41985
88080,Mack,Heuser,Senior Staff,9999-01-01,1995-09-30,82758
413986,Nechama,Rassart,Senior Staff,9999-01-01,1995-09-30,68230
268179,Lansing,Ratnaker,Senior Staff,9999-01-01,1995-09-29,47224
406457,Kwun,Farrag,Engineer,2000-09-27,1995-09-29,40000
441973,Hatsukazu,Egerstedt,Senior Engineer,9999-01-01,1995-09-29,40000
102371,Chenxi,Chenoweth,Senior Staff,9999-01-01,1995-09-29,56227
88754,Garnet,Thorensen,Senior Staff,9999-01-01,1995-09-29,73413
99064,Marin,Trogemann,Staff,2000-09-28,1995-09-29,75908
430000,Otmar,Genther,Engineer,9999-01-01,1995-09-29,68444
231727,Kazuhito,Luca,Senior Staff,9999-01-01,1995-09-29,40000
456480,Gritta,Lamma,Senior Engineer,9999-01-01,1995-09-29,40000
256792,Kerryn,Merli,Senior Staff,9999-01-01,1995-09-29,93413
59723,Josyula,Gluchowski,Staff,9999-01-01,1995-09-29,49811
39981,Renee,Biran,Senior Staff,9999-01-01,1995-09-29,44156
467331,Jeane,Boreale,Technique Leader,9999-01-01,1995-09-29,56611
260037,Naraig,Prochazka,Senior Engineer,9999-01-01,1995-09-28,40000
484262,Sushant,Bonifati,Senior Engineer,9999-01-01,1995-09-28,47965
427354,Bernt,Collavizza,Senior Engineer,9999-01-01,1995-09-28,61717
413836,Hironobu,Collette,Senior Staff,9999-01-01,1995-09-28,52194
294865,Adhemar,Dalphin,Senior Staff,9999-01-01,1995-09-27,40809
230985,Hatsukazu,Taubman,Senior Engineer,9999-01-01,1995-09-27,40000
60465,Nalini,Gischer,Staff,2000-09-26,1995-09-27,40000
417090,Takahira,Schaaf,Senior Staff,9999-01-01,1995-09-27,67692
68880,Elvis,Assaf,Senior Staff,9999-01-01,1995-09-27,88365
71725,Kannan,Yurek,Engineer,9999-01-01,1995-09-27,40000
439887,Fuqing,Dusink,Senior Staff,9999-01-01,1995-09-27,71929
435775,Babette,Wiegley,Engineer,2001-09-25,1995-09-26,50787
267179,Shichao,Sadowski,Engineer,2000-09-25,1995-09-26,40000
497057,Parke,Garnier,Senior Staff,9999-01-01,1995-09-26,82324
51898,Mandell,Luca,Senior Engineer,9999-01-01,1995-09-26,41606
288318,Tiina,Naudin,Senior Engineer,9999-01-01,1995-09-26,40419
260423,Debaprosad,Papadias,Senior Engineer,9999-01-01,1995-09-26,40000
38156,Akeel,Honglei,Senior Staff,9999-01-01,1995-09-26,40000
283082,Shahab,Vendrig,Engineer,9999-01-01,1995-09-26,45933
473944,Kazuhiko,Rahier,Engineer,9999-01-01,1995-09-25,73953
262271,Martina,Maliniak,Engineer,9999-01-01,1995-09-25,40000
213567,Pasqua,Redmiles,Senior Engineer,9999-01-01,1995-09-25,40000
232587,Sreenivas,Weedon,Senior Engineer,9999-01-01,1995-09-25,55499
463649,Leaf,Picaronny,Senior Staff,9999-01-01,1995-09-25,82461
101338,Nobuyoshi,Legleitner,Engineer,2001-09-24,1995-09-25,41089
284965,Kristof,Camurati,Senior Engineer,9999-01-01,1995-09-25,52131
93928,Tomoyuki,Axelband,Staff,9999-01-01,1995-09-24,97546
469447,Anneli,Zirintsis,Senior Staff,9999-01-01,1995-09-24,65983
422506,Patricio,Lambe,Senior Staff,9999-01-01,1995-09-24,46464
233388,Aluzio,Wendorf,Senior Staff,9999-01-01,1995-09-24,50032
104352,Xiaoheng,Samarati,Senior Staff,9999-01-01,1995-09-24,59241
413134,Sachem,Denos,Senior Engineer,9999-01-01,1995-09-24,41670
441240,Shounak,Nicolson,Engineer,9999-01-01,1995-09-24,40000
283948,Mats,Vanwelkenhuysen,Senior Staff,9999-01-01,1995-09-24,77118
97081,Nimmagadda,Covnot,Staff,9999-01-01,1995-09-24,54550
25475,Flemming,Fujisaki,Engineer,2001-09-22,1995-09-23,40000
284603,Zijian,Besselaar,Senior Staff,9999-01-01,1995-09-23,40000
24925,Gennady,Thebaut,Senior Engineer,9999-01-01,1995-09-23,60601
234515,Chriss,Eastman,Senior Staff,9999-01-01,1995-09-23,42909
105541,Otmar,Gils,Technique Leader,9999-01-01,1995-09-23,40000
63987,Jingling,Hockney,Senior Engineer,9999-01-01,1995-09-23,40000
497893,Sailaja,Ciolek,Staff,2001-09-22,1995-09-23,70983
402759,Ghassan,Capobianchi,Senior Staff,9999-01-01,1995-09-23,51676
253174,Hidekazu,Henders,Senior Staff,9999-01-01,1995-09-23,74129
476423,Kristof,Iisaka,Senior Engineer,9999-01-01,1995-09-23,40000
233314,Karoline,Luby,Senior Engineer,9999-01-01,1995-09-22,40000
100516,Seongbae,Staudhammer,Senior Engineer,9999-01-01,1995-09-22,40000
103595,Zhensheng,Hutton,Senior Staff,9999-01-01,1995-09-22,68103
92972,Marjo,Ramamoorthy,Senior Engineer,9999-01-01,1995-09-22,41684
247594,Paraskevi,Showalter,Engineer,2001-09-21,1995-09-22,47190
104779,Sergi,Hartvigsen,Senior Engineer,9999-01-01,1995-09-22,71875
38774,Urs,Chelton,Senior Staff,9999-01-01,1995-09-22,72511
445928,Abdulah,Ermel,Senior Engineer,9999-01-01,1995-09-22,48690
68321,Aris,Harbusch,Senior Engineer,9999-01-01,1995-09-22,40000
87442,Marjo,Jeong,Assistant Engineer,2000-09-20,1995-09-21,61671
32340,Maria,Tiemann,Engineer,2001-09-20,1995-09-21,40821
106198,Ayakannu,Uhrig,Senior Staff,9999-01-01,1995-09-21,58620
273304,Conrado,Melichar,Engineer,9999-01-01,1995-09-21,40000
72683,Tristan,Frolund,Senior Engineer,9999-01-01,1995-09-21,40000
24072,Tianruo,Piveteau,Senior Engineer,9999-01-01,1995-09-21,42591
96902,Khalil,Ozeki,Senior Staff,9999-01-01,1995-09-21,49927
61460,Sanjoy,Rodham,Senior Staff,9999-01-01,1995-09-21,55015
431289,Teunis,Zongker,Senior Engineer,9999-01-01,1995-09-21,40000
40764,Shuky,Senzako,Senior Staff,9999-01-01,1995-09-21,69996
42341,Haldun,Cangellaris,Senior Engineer,9999-01-01,1995-09-21,55897
13721,Sugwoo,Delgrossi,Staff,2001-09-20,1995-09-21,64754
294411,Alper,Erni,Senior Staff,9999-01-01,1995-09-21,57287
66828,Frederique,Narahara,Engineer,9999-01-01,1995-09-20,62909
258122,Mabhin,Mamelak,Senior Engineer,9999-01-01,1995-09-20,40000
68293,Faiza,Mateescu,Senior Engineer,9999-01-01,1995-09-20,40000
37141,Zhigen,Meriste,Senior Staff,9999-01-01,1995-09-20,40000
484183,Udi,Cronin,Staff,9999-01-01,1995-09-20,52485
402484,George,Riexinger,Senior Engineer,9999-01-01,1995-09-19,40739
417705,Kousuke,Lammel,Senior Staff,9999-01-01,1995-09-19,58043
255598,Bernardo,Bugaenko,Engineer,9999-01-01,1995-09-19,64344
206381,Horward,Peltason,Senior Staff,9999-01-01,1995-09-19,40000
245373,Sivanarayana,Spell,Senior Engineer,9999-01-01,1995-09-19,44907
490653,Patricio,Zwicker,Senior Engineer,9999-01-01,1995-09-19,40000
421775,Gretta,Baak,Staff,9999-01-01,1995-09-19,54614
444720,Junichi,Rosin,Senior Staff,9999-01-01,1995-09-19,40000
443762,Masamitsu,Suomi,Senior Staff,9999-01-01,1995-09-18,40000
431818,Chaitali,Ambroszkiewicz,Senior Staff,9999-01-01,1995-09-18,40000
221709,Edwin,Parascandalo,Senior Staff,9999-01-01,1995-09-18,65839
95992,Hirochika,Jenevein,Senior Engineer,9999-01-01,1995-09-18,42134
244675,Aloys,Barreiro,Engineer,9999-01-01,1995-09-18,43003
471064,Anoosh,Perl,Senior Engineer,9999-01-01,1995-09-18,40777
424468,Elrique,Pocchiola,Staff,2000-09-17,1995-09-18,47326
71300,Deborah,Beilner,Senior Staff,9999-01-01,1995-09-18,51618
33106,Wonhee,Chaudhuri,Staff,9999-01-01,1995-09-18,59899
202417,Mohan,DuBourdieux,Senior Engineer,9999-01-01,1995-09-18,61675
38815,Ebbe,Staylopatis,Staff,2000-09-17,1995-09-18,40000
30008,Tsutomu,Kalafatis,Senior Engineer,9999-01-01,1995-09-18,57431
405108,Kazuhisa,Rijsenbrij,Senior Staff,9999-01-01,1995-09-17,97052
489692,Amabile,Farrar,Senior Engineer,9999-01-01,1995-09-17,40000
200054,Rildo,Cronan,Senior Engineer,9999-01-01,1995-09-17,42684
42019,Mayumi,Roisin,Senior Staff,9999-01-01,1995-09-17,40000
24156,Bangqing,Willoner,Engineer,9999-01-01,1995-09-17,42938
35072,Kagan,Sridhar,Senior Engineer,9999-01-01,1995-09-17,65490
289847,Leen,Wissmann,Senior Staff,9999-01-01,1995-09-17,40000
83875,Neelam,Herber,Senior Staff,9999-01-01,1995-09-17,43704
491754,Kiyokazu,Rouquie,Senior Staff,9999-01-01,1995-09-17,55858
286374,Subbu,Buchter,Senior Engineer,9999-01-01,1995-09-17,56261
408589,Chikako,Pietrzykowski,Senior Engineer,9999-01-01,1995-09-17,50843
254516,Aram,Cannata,Senior Engineer,9999-01-01,1995-09-17,40000
295217,Ashish,Bierman,Engineer,9999-01-01,1995-09-17,40000
273568,Mizuhito,Kilgore,Senior Staff,9999-01-01,1995-09-16,70246
27446,Heon,Levergood,Senior Staff,9999-01-01,1995-09-16,50327
